id_entite,nom_canonique,type_organisation,pays,region_france,site_web,alias_identifiants,id_source_exacte,reference_exacte,date_information,organisation_concernee,passage_justificatif,nature_information,niveau_confiance,niveau_confidentialite,droits_reutilisation,statut_validation,doublon_contradiction,notes,perspective_corpus,role_chaine_valeur,categorie_msp_mssp_principale,categories_secondaires,statut_qualification_msp,preuve_statut,couverture_geographique,segments_cibles,secteurs_cibles,modele_livraison,soc_en_propre_declare
ENT-PUB-DIGILUX-006,DPLIANCE,Prestataire de développement logiciel,,,,,SRC-PUB-DIGILUX-007,01_sources_brutes/02_publiques_primaires/2026-07-17_Digilux_stratenergie.html,46220.5,Digilux,"La notation des candidats selon des critères techniques, coûts et délais a permis de retenir la société DPLIANCE, représentée par Hichem AMMAR-BOUDJELAL. Afin d’assoir de bonnes relations et de partir sur de bonnes bases, j’ai proposé un contrat spécifique contenant des engagements réciproques pour chacune des parties.",Fait de citation dans une source publique,Élevée sur l’existence de l’entité ; relation à valider,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon exact détecté,"Aucun volume, exclusivité ou usage généralisé déduit.",DEMANDE_MSP,Organisation explicitement reliée ou citée dans le parcours de conseil Digilux,,,,,,,,,
ENT-PUB-DIGILUX-007,STRATENERGIE,Client cité — conseil énergétique,,,,,SRC-PUB-DIGILUX-007,01_sources_brutes/02_publiques_primaires/2026-07-17_Digilux_stratenergie.html,46220.5,Digilux,"La notation des candidats selon des critères techniques, coûts et délais a permis de retenir la société DPLIANCE, représentée par Hichem AMMAR-BOUDJELAL. Afin d’assoir de bonnes relations et de partir sur de bonnes bases, j’ai proposé un contrat spécifique contenant des engagements réciproques pour chacune des parties.",Fait de citation dans une source publique,Élevée sur l’existence de l’entité ; relation à valider,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon exact détecté,"Aucun volume, exclusivité ou usage généralisé déduit.",DEMANDE_MSP,Organisation explicitement reliée ou citée dans le parcours de conseil Digilux,,,,,,,,,
ENT-PUB-DIGILUX-008,Diocèse de Poitiers,Client cité — association,,,,,SRC-PUB-DIGILUX-003,01_sources_brutes/02_publiques_primaires/2026-07-17_Digilux_etudes-de-cas.html,46220.5,Digilux,Diocèse de Poitiers Problème : Les services du prestataire d’infogérance ne correspondent plus aux attentes Solution : Assistance à Maîtrise d’Ouvrage et DSI à temps partagé Résultat : Mise en concurrence du prestataire d’infogérance et mise en place d’un service informatique structuré,Fait de citation dans une source publique,Élevée sur l’existence de l’entité ; relation à valider,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon exact détecté,"Aucun volume, exclusivité ou usage généralisé déduit.",DEMANDE_MSP,Organisation explicitement reliée ou citée dans le parcours de conseil Digilux,,,,,,,,,
ENT-PUB-DIGILUX-009,LUCIE,Organisme de labellisation,,,https://www.labellucie.com/,,SRC-PUB-DIGILUX-006,01_sources_brutes/02_publiques_primaires/2026-07-17_Digilux_consultant-numerique-responsable.html,46220.5,Digilux,"Vos prestataires IT ne partagent pas toujours vos valeurs en matière de responsabilité environnementale et sociale. Ma solution Je vous aide à évaluer et à sélectionner des prestataires qui respectent vos critères de responsabilité sociale et environnementale. Ensemble, nous alignons vos relations fournisseurs avec vos engagements RSE pour assurer une cohérence à tous les niveaux de votre chaîne de valeur.",Fait de citation dans une source publique,Élevée sur l’existence de l’entité ; relation à valider,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon exact détecté,"Aucun volume, exclusivité ou usage généralisé déduit.",DEMANDE_MSP,Organisation explicitement reliée ou citée dans le parcours de conseil Digilux,,,,,,,,,
ENT-PUB-IRONIE-001,IRONIE Expertise Cybersécurité,MSSP et intégrateur cybersécurité régional,France,Quart nord-ouest,https://www.ironie.fr/,,SRC-PUB-IRONIE-002,01_sources_brutes/02_publiques_primaires/2026-07-21_IRONIE_entreprise.html,46224.5,IRONIE Expertise Cybersécurité,"Créée en 2019, Ironie protège les entreprises et collectivités en apportant son expérience et son savoir-faire : l’expertise cybersécurité. Présente aujourd’hui dans le quart nord-ouest de la France, avec une équipe de consultants et d’ingénieurs chevronnés.",Fait de citation dans une source publique,Élevée sur l’existence ; nature et portée de la relation à valider,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon exact détecté,"Aucun volume, exclusivité ou usage généralisé déduit.",DEMANDE_MSP,"Petit acteur cyber régional sélectionnant, intégrant et exploitant des services managés",Boutique cyber multi-éditeurs,MSP régional sur mesure,Qualifié pour collecte approfondie,Catalogue sécurité managée et support public,"Nantes, Vannes, Orléans, Caen, Amiens ; clients France",TPE; PME; ETI; Secteur public,"Industrie, secteur public et multi-secteurs",Opéré en propre déclaré ; SOC à clarifier,Non établi
ENT-PUB-IRONIE-002,Bitdefender,Éditeur cybersécurité,,,,,SRC-PUB-IRONIE-001,01_sources_brutes/02_publiques_primaires/2026-07-21_IRONIE_securite-managee.html,46224.5,IRONIE Expertise Cybersécurité,"GravityZone MSP Solution de protection des postes de travail et serveurs, ainsi que de votre environnement Microsoft Active Directory, Entra et Office365 (Exchange Online, SharePoint Online, OneDrive).",Fait de citation dans une source publique,Élevée sur l’existence ; nature et portée de la relation à valider,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon exact détecté,"Aucun volume, exclusivité ou usage généralisé déduit.",DEMANDE_MSP,Organisation explicitement citée dans le parcours technologique ou commercial IRONIE,,,,,,,,,
ENT-PUB-IRONIE-003,Stormshield,Éditeur cybersécurité,,,,,SRC-PUB-IRONIE-004,01_sources_brutes/02_publiques_primaires/2026-07-21_IRONIE_recrutement.html,46224.5,IRONIE Expertise Cybersécurité,"Nos principaux partenaires technologiques sont : Fortinet, StormShield, Palo Alto, Wallix, InWebo, Bitdefender, Ivanti, HPE Aruba",Fait de citation dans une source publique,Élevée sur l’existence ; nature et portée de la relation à valider,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon exact détecté,"Aucun volume, exclusivité ou usage généralisé déduit.",DEMANDE_MSP,Organisation explicitement citée dans le parcours technologique ou commercial IRONIE,,,,,,,,,
ENT-PUB-IRONIE-004,WALLIX,Éditeur cybersécurité,,,,,SRC-PUB-IRONIE-004,01_sources_brutes/02_publiques_primaires/2026-07-21_IRONIE_recrutement.html,46224.5,IRONIE Expertise Cybersécurité,"Nos principaux partenaires technologiques sont : Fortinet, StormShield, Palo Alto, Wallix, InWebo, Bitdefender, Ivanti, HPE Aruba",Fait de citation dans une source publique,Élevée sur l’existence ; nature et portée de la relation à valider,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon exact détecté,"Aucun volume, exclusivité ou usage généralisé déduit.",DEMANDE_MSP,Organisation explicitement citée dans le parcours technologique ou commercial IRONIE,,,,,,,,,
ENT-PUB-IRONIE-005,InWebo,Éditeur d’authentification,,,,,SRC-PUB-IRONIE-004,01_sources_brutes/02_publiques_primaires/2026-07-21_IRONIE_recrutement.html,46224.5,IRONIE Expertise Cybersécurité,"Nos principaux partenaires technologiques sont : Fortinet, StormShield, Palo Alto, Wallix, InWebo, Bitdefender, Ivanti, HPE Aruba",Fait de citation dans une source publique,Élevée sur l’existence ; nature et portée de la relation à valider,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon exact détecté,"Aucun volume, exclusivité ou usage généralisé déduit.",DEMANDE_MSP,Organisation explicitement citée dans le parcours technologique ou commercial IRONIE,,,,,,,,,
ENT-PUB-IRONIE-006,Ivanti,Éditeur de logiciels IT et sécurité,,,,,SRC-PUB-IRONIE-004,01_sources_brutes/02_publiques_primaires/2026-07-21_IRONIE_recrutement.html,46224.5,IRONIE Expertise Cybersécurité,"Nos principaux partenaires technologiques sont : Fortinet, StormShield, Palo Alto, Wallix, InWebo, Bitdefender, Ivanti, HPE Aruba",Fait de citation dans une source publique,Élevée sur l’existence ; nature et portée de la relation à valider,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon exact détecté,"Aucun volume, exclusivité ou usage généralisé déduit.",DEMANDE_MSP,Organisation explicitement citée dans le parcours technologique ou commercial IRONIE,,,,,,,,,
ENT-PUB-IRONIE-007,HPE Aruba,Éditeur et équipementier réseau,,,,,SRC-PUB-IRONIE-004,01_sources_brutes/02_publiques_primaires/2026-07-21_IRONIE_recrutement.html,46224.5,IRONIE Expertise Cybersécurité,"Nos principaux partenaires technologiques sont : Fortinet, StormShield, Palo Alto, Wallix, InWebo, Bitdefender, Ivanti, HPE Aruba",Fait de citation dans une source publique,Élevée sur l’existence ; nature et portée de la relation à valider,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon exact détecté,"Aucun volume, exclusivité ou usage généralisé déduit.",DEMANDE_MSP,Organisation explicitement citée dans le parcours technologique ou commercial IRONIE,,,,,,,,,
ENT-PUB-IRONIE-008,GIP Gigalis,Centrale d’achat public et acteur numérique régional,France,Pays de la Loire,,,SRC-PUB-IRONIE-005,01_sources_brutes/02_publiques_primaires/2026-07-21_IRONIE_gigalis-annonce.html,46224.5,IRONIE Expertise Cybersécurité,Nous sommes fiers d’annoncer que IRONIE – Expertise Cybersécurité est désormais référencée sur la centrale d’achat public GIP Gigalis.,Fait de citation dans une source publique,Élevée sur l’existence ; nature et portée de la relation à valider,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon exact détecté,"Aucun volume, exclusivité ou usage généralisé déduit.",DEMANDE_MSP,Organisation explicitement citée dans le parcours technologique ou commercial IRONIE,,,,,,,,,
ENT-PUB-IRONIE-009,CyberLig,Projet de campus cyber régional,France,Pays de la Loire,,,SRC-PUB-IRONIE-007,01_sources_brutes/02_publiques_primaires/2026-07-21_IRONIE_cyberlig.html,46224.5,IRONIE Expertise Cybersécurité,CyberLig est le projet de de campus cyber dans les Pays de la Loire. Il a l’ambition de fédérer les acteurs économiques et publiques pour accompagner la réflexion vers un modèle répondant aux besoins de sécurité numérique de la Région.,Fait de citation dans une source publique,Élevée sur l’existence ; nature et portée de la relation à valider,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon exact détecté,"Aucun volume, exclusivité ou usage généralisé déduit.",DEMANDE_MSP,Organisation explicitement citée dans le parcours technologique ou commercial IRONIE,,,,,,,,,
ENT-PUB-IRONIE-010,Pulse Secure,Marque de technologies d’accès sécurisé,,,,,SRC-PUB-IRONIE-001,01_sources_brutes/02_publiques_primaires/2026-07-21_IRONIE_securite-managee.html,46224.5,IRONIE Expertise Cybersécurité,"Nous pouvons vous proposer ceci pour : Fortinet, Palo Alto, Stormshield, PulseSecure, F5, InWebo, Wallix.",Fait de citation dans une source publique,Élevée sur l’existence ; nature et portée de la relation à valider,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon exact détecté,"Aucun volume, exclusivité ou usage généralisé déduit.",DEMANDE_MSP,Organisation explicitement citée dans le parcours technologique ou commercial IRONIE,,,,,,,,,
ENT-PUB-IRONIE-011,F5,Éditeur de sécurité applicative et réseau,,,,,SRC-PUB-IRONIE-001,01_sources_brutes/02_publiques_primaires/2026-07-21_IRONIE_securite-managee.html,46224.5,IRONIE Expertise Cybersécurité,"Nous pouvons vous proposer ceci pour : Fortinet, Palo Alto, Stormshield, PulseSecure, F5, InWebo, Wallix.",Fait de citation dans une source publique,Élevée sur l’existence ; nature et portée de la relation à valider,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon exact détecté,"Aucun volume, exclusivité ou usage généralisé déduit.",DEMANDE_MSP,Organisation explicitement citée dans le parcours technologique ou commercial IRONIE,,,,,,,,,
ENT-PUB-XEFI-CANNES-001,XEFI Cannes,Micro-agence MSP IT/cloud/cyber du réseau XEFI,France,Provence-Alpes-Côte d’Azur,https://www.xefi.fr/fr/agence/xefi-cannes/,Xefi Cannes ; agence de Vallauris,SRC-PUB-XEFI-CANNES-001,01_sources_brutes/02_publiques_primaires/2026-07-21_XEFI-Cannes_francenum.html,46224.5,XEFI Cannes,"Type de structure Entreprise de services numériques Catégorie de la structure Privée Localisation 11 Avenue du Midi , 06220 Vallauris - France Alpes-Maritimes Provence-Alpes-Côte d’Azur Date de création 02/10/2023 Taille 1 ou 2 salariés Périmètre d’intervention Département",Fait de citation dans une source publique,Élevée sur l’existence ; nature et portée de la relation à valider,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon exact détecté,"Aucun volume, exclusivité ou usage local généralisé déduit.",DEMANDE_MSP,"Agence locale commercialisant, intégrant ou pilotant des services IT, cloud et cyber",Micro-MSP adossé à un réseau,MSP régional packagé,Qualifié pour collecte approfondie,Offres locales France Num et page d’agence,Alpes-Maritimes ; périmètre départemental déclaré,TPE; PME,"Santé, juridique, comptabilité et multi-secteurs","Local, réseau ou co-délivré selon le service ; frontière souvent non établie",Non établi
ENT-PUB-XEFI-CANNES-002,Réseau XEFI,"Réseau national de services IT, cloud et cybersécurité",France,,https://www.xefi.fr/fr/,,SRC-PUB-XEFI-CANNES-010,01_sources_brutes/02_publiques_primaires/2026-07-21_XEFI_rapport-mission-2024.pdf,46224.5,XEFI Cannes,Avec plus de 190 agences et franchises en France et en Europe,Fait de citation dans une source publique,Élevée sur l’existence ; nature et portée de la relation à valider,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon exact détecté,"Aucun volume, exclusivité ou usage local généralisé déduit.",DEMANDE_MSP,"Réseau, catalogue national, expertises centrales et infrastructures cloud",,,,,France et Europe selon le rapport,TPE et PME,,,Non établi
ENT-PUB-XEFI-CANNES-003,HP Inc.,Constructeur informatique,États-Unis,,https://www.hp.com/,,SRC-PUB-XEFI-CANNES-003,01_sources_brutes/02_publiques_primaires/2026-07-21_XEFI_reseau-national.html,46224.5,XEFI Cannes,"XEFI, 1er partenaire HP en France auprès des TPE/PME",Fait de citation dans une source publique,Élevée sur l’existence ; nature et portée de la relation à valider,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon exact détecté,"Aucun volume, exclusivité ou usage local généralisé déduit.",DEMANDE_MSP,Organisation explicitement citée dans le modèle agence-réseau XEFI Cannes,,,,,,,,,Non établi
ENT-PUB-XEFI-CANNES-004,Sophos,Éditeur cybersécurité,Royaume-Uni,,https://www.sophos.com/,,SRC-PUB-XEFI-CANNES-003,01_sources_brutes/02_publiques_primaires/2026-07-21_XEFI_reseau-national.html,46224.5,XEFI Cannes,"XEFI, 1er partenaire SOPHOS en Europe auprès des TPE/PME",Fait de citation dans une source publique,Élevée sur l’existence ; nature et portée de la relation à valider,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon exact détecté,"Aucun volume, exclusivité ou usage local généralisé déduit.",DEMANDE_MSP,Organisation explicitement citée dans le modèle agence-réseau XEFI Cannes,,,,,,,,,Non établi
ENT-PUB-XEFI-CANNES-005,Poly,Constructeur de solutions audio et visioconférence,États-Unis,,https://www.hp.com/poly,,SRC-PUB-XEFI-CANNES-003,01_sources_brutes/02_publiques_primaires/2026-07-21_XEFI_reseau-national.html,46224.5,XEFI Cannes,"XEFI, partenaire exclusif POLY pour l’équipement audio et visio",Fait de citation dans une source publique,Élevée sur l’existence ; nature et portée de la relation à valider,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon exact détecté,"Aucun volume, exclusivité ou usage local généralisé déduit.",DEMANDE_MSP,Organisation explicitement citée dans le modèle agence-réseau XEFI Cannes,,,,,,,,,Non établi
ENT-PUB-XEFI-CANNES-006,Transfometal,Client cité — entreprise,France,,,,SRC-PUB-XEFI-CANNES-001,01_sources_brutes/02_publiques_primaires/2026-07-21_XEFI-Cannes_francenum.html,46224.5,XEFI Cannes,transfometal | Accompagnement complet technique | 2024,Fait de citation dans une source publique,Élevée sur l’existence ; nature et portée de la relation à valider,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon exact détecté,"Aucun volume, exclusivité ou usage local généralisé déduit.",DEMANDE_MSP,Organisation explicitement citée dans le modèle agence-réseau XEFI Cannes,,,,,,,,,Non établi
ENT-PUB-XEFI-CANNES-007,Cybermalveillance.gouv.fr,Dispositif public de prévention et d’assistance cyber,France,,https://www.cybermalveillance.gouv.fr/,,SRC-PUB-XEFI-CANNES-001,01_sources_brutes/02_publiques_primaires/2026-07-21_XEFI-Cannes_francenum.html,46224.5,XEFI Cannes,Labels/Réseaux Labels : ExpertCyber,Fait de citation dans une source publique,Élevée sur l’existence ; nature et portée de la relation à valider,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon exact détecté,"Aucun volume, exclusivité ou usage local généralisé déduit.",DEMANDE_MSP,Organisation explicitement citée dans le modèle agence-réseau XEFI Cannes,,,,,,,,,Non établi
ENT-PUB-ALMERIA-001,Almeria Solutions Informatiques,"MSP régional IT, cloud et cybersécurité",France,Pays de la Loire,https://www.almeria.fr/,Almeria ; SIREN 333 047 603,SRC-PUB-ALMERIA-001,01_sources_brutes/02_publiques_primaires/2026-07-21_ALMERIA_prestataire-informatique.html,46224.5,Almeria Solutions Informatiques,"Almeria Solutions Informatiques, créé en 1985, est un acteur majeur des services informatiques et du conseil aux entreprises dans l’Ouest de la France. Avec 80 collaborateurs, dont 9 actionnaires, Almeria propose des logiciels de gestion performants, des solutions d’infrastructures et réseaux, ainsi que des services de télécoms et liens internet. Notre accompagnement complet, de l’audit à l’infogérance, fait d’Almeria un véritable partenaire de confiance pour gérer tous les aspects votre système informatique.",Fait de citation dans une source publique,Élevée sur l’existence ; nature et portée de la relation à valider,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon exact détecté,"Aucun volume, exclusivité ou usage généralisé déduit.",DEMANDE_MSP,"MSP régional sélectionnant, intégrant, opérant ou pilotant des services IT, cloud et cyber",MSP régional sur mesure,Intégrateur devenu opérateur de services,Qualifié pour collecte approfondie,"Infogérance, support, supervision, cloud et offre cyber publiés","Ouest de la France ; agences Nantes, Cholet et La Roche-sur-Yon",TPE; PME; ETI; Grands comptes,Multi-secteurs,"Opéré, piloté ou co-délivré selon le service ; frontières à valider",Non établi
ENT-PUB-ALMERIA-002,Etix Everywhere,Opérateur de datacenters,France,,https://www.etixeverywhere.com/,,SRC-PUB-ALMERIA-008,01_sources_brutes/02_publiques_primaires/2026-07-21_ALMERIA_datacenters-nantes.html,46224.5,Almeria Solutions Informatiques,"Pour sa prestation Cloud, Almeria a noué un partenariat avec ETIX, un opérateur régional de premier plan en terme de Datacenters.",Fait de citation dans une source publique,Élevée sur l’existence ; nature et portée de la relation à valider,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon exact détecté,"Aucun volume, exclusivité ou usage généralisé déduit.",DEMANDE_MSP,Opérateur de datacenters partenaire de la prestation cloud,,,,,,,,Co-délivrance cloud déclarée,Non établi
ENT-PUB-ALMERIA-003,Arsen,Fournisseur de solution cybersécurité,Non établi,,,,SRC-PUB-ALMERIA-005,01_sources_brutes/02_publiques_primaires/2026-07-21_ALMERIA_cybersecurite.html,46224.5,Almeria Solutions Informatiques,"Depuis des années, Almeria travaille en étroite collaboration avec des partenaires de confiance :",Fait de citation dans une source publique,Élevée sur l’existence ; nature et portée de la relation à valider,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon exact détecté,Arsen est identifié par son logo immédiatement sous le passage ; usage opérationnel non établi.,DEMANDE_MSP,Partenaire technologique affiché,,,,,,,,,Non établi
ENT-PUB-ALMERIA-004,MailinBlack,Éditeur de sécurité de la messagerie et sensibilisation,France,,https://www.mailinblack.com/,,SRC-PUB-ALMERIA-005,01_sources_brutes/02_publiques_primaires/2026-07-21_ALMERIA_cybersecurite.html,46224.5,Almeria Solutions Informatiques,"Depuis des années, Almeria travaille en étroite collaboration avec des partenaires de confiance :",Fait de citation dans une source publique,Élevée sur l’existence ; nature et portée de la relation à valider,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon exact détecté,MailinBlack est identifié par son logo immédiatement sous le passage ; usage opérationnel non établi.,DEMANDE_MSP,Partenaire technologique affiché,,,,,,,,,Non établi
ENT-PUB-ALMERIA-005,Keeper Security,Éditeur de sécurité des identités et mots de passe,États-Unis,,https://www.keepersecurity.com/,,SRC-PUB-ALMERIA-005,01_sources_brutes/02_publiques_primaires/2026-07-21_ALMERIA_cybersecurite.html,46224.5,Almeria Solutions Informatiques,"Depuis des années, Almeria travaille en étroite collaboration avec des partenaires de confiance :",Fait de citation dans une source publique,Élevée sur l’existence ; nature et portée de la relation à valider,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon exact détecté,Keeper est identifié par son logo immédiatement sous le passage ; usage opérationnel non établi.,DEMANDE_MSP,Partenaire technologique affiché,,,,,,,,,Non établi
ENT-PUB-EIFFIE-001,Synology,Éditeur de stockage et sauvegarde,,,https://www.synology.com/,,SRC-PUB-EIFFIE-004,01_sources_brutes/02_publiques_primaires/2026-07-22_Eiffie_sauvegarde-externalisee.html,2026-07-22,Eiffie,"Nos partenariats avec des technologies reconnues telles que Veeam, Synology, et des datacenters sécurisés vous assurent des performances optimales et une récupération rapide des données en cas d’incident.",Entité explicitement citée,Élevée sur la citation ; portée du partenariat non établie,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon exact détecté,Aucun volume ni usage généralisé déduit.,DEMANDE_MSP,Technologie ou partenaire cité par Eiffie,,,,,,,,,
ENT-PUB-ORANGECD-001,Orange Cyberdefense,MSSP / filiale d’opérateur,France,,https://www.orangecyberdefense.com/fr/,,SRC-PUB-ORANGECD-002,01_sources_brutes/02_publiques_primaires/2026-07-22_Orange_Cyberdefense_soc-cybersoc.md,2026-07-22,Orange Cyberdefense,Les différents CyberSOC d’Orange Cyberdefense rassemblent aujourd’hui toute l’expertise d’Orange en matière d’anticipation et de traitement des menaces en cybersécurité.,Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon détecté,,DEMANDE_MSP,MSSP / filiale d’opérateur,Grand MSSP intégré,Intégrateur devenu opérateur de services,Qualifié pour collecte approfondie,Les différents CyberSOC d’Orange Cyberdefense rassemblent aujourd’hui toute l’expertise d’Orange en matière d’anticipation et de traitement des menaces en cybersécurité.,France et international,PME; ETI; Secteur public,Multi-secteurs,Services managés opérés,Oui
ENT-PUB-ORANGECD-002,France PCS,Groupement sectoriel,France,,https://www.france-pcs.com/,,SRC-PUB-ORANGECD-005,01_sources_brutes/02_publiques_primaires/2025-04-02_Orange_Cyberdefense_france-pcs.md,2026-07-22,Orange Cyberdefense,"France PCS, leader dans le domaine des solutions numériques pour la logistique portuaire",Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon détecté,Rôle exact et gouvernance à valider.,DEMANDE_MSP,Groupement sectoriel,,,,"France PCS, leader dans le domaine des solutions numériques pour la logistique portuaire",,,,,
ENT-PUB-ORANGECD-003,Proofpoint,Éditeur cybersécurité,France,,https://www.proofpoint.com/fr,,SRC-PUB-ORANGECD-006,01_sources_brutes/02_publiques_primaires/2026-06-04_Orange_Cyberdefense_proofpoint-cdp.md,2026-07-22,Orange Cyberdefense,l'éditeur Proofpoint,Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon détecté,,DEMANDE_MSP,Éditeur cybersécurité,,,,l'éditeur Proofpoint,,,,,
ENT-PUB-ORANGECD-004,Société Armoricaine de Canalisations,Entreprise cliente,France,,,,SRC-PUB-ORANGECD-008,01_sources_brutes/02_publiques_primaires/2026-06-24_Orange_Cyberdefense_sarc.md,2026-07-22,Orange Cyberdefense,La Société Armoricaine de Canalisations (SARC) a adopté la gamme Dynamic SOC d’Orange Cyberdefense,Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon détecté,,DEMANDE_MSP,Entreprise cliente,,,,La Société Armoricaine de Canalisations (SARC) a adopté la gamme Dynamic SOC d’Orange Cyberdefense,,,,,
ENT-PUB-ORANGECD-005,ensec,Entreprise de cybersécurité,Suisse,,,,SRC-PUB-ORANGECD-009,01_sources_brutes/02_publiques_primaires/2025-07-24_Orange_Cyberdefense_ensec.md,2026-07-22,Orange Cyberdefense,"une entreprise suisse, basée à Zurich, spécialisée dans la cybersécurité",Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon détecté,,DEMANDE_MSP,Entreprise de cybersécurité,,,,"une entreprise suisse, basée à Zurich, spécialisée dans la cybersécurité",,,,,
ENT-PUB-ITRACING-001,I-TRACING,Pure player MSSP,France,,https://i-tracing.com/fr/,,SRC-PUB-ITRACING-001,01_sources_brutes/02_publiques_primaires/2026-07-22_I-TRACING_accueil.md,2026-07-22,I-TRACING,"Nos services couvrent l’ensemble du spectre de la cybersécurité, allant du conseil à l’intégration, aux services managés, SOC et CERT Follow The Sun 24/7.",Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon détecté,Relation limitée à la preuve citée.,DEMANDE_MSP,Pure player MSSP,Pure player MSSP,Grand MSSP intégré,Qualifié pour collecte approfondie,"Nos services couvrent l’ensemble du spectre de la cybersécurité, allant du conseil à l’intégration, aux services managés, SOC et CERT Follow The Sun 24/7.",France et international,Entreprises — taille non établie,Multi-secteurs,"Opéré, co-managé et co-délivré",Oui
ENT-PUB-ITRACING-002,Google Cloud,Fournisseur cloud et technologies de sécurité,États-Unis,,https://cloud.google.com/,,SRC-PUB-ITRACING-003,01_sources_brutes/02_publiques_primaires/2026-07-22_I-TRACING_google-cloud-mdr.md,2026-07-22,I-TRACING,Partenaire MSSP certifié Google Cloud,Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon détecté,Relation limitée à la preuve citée.,DEMANDE_MSP,Fournisseur cloud et technologies de sécurité,,,,Partenaire MSSP certifié Google Cloud,,,,,
ENT-PUB-ITRACING-003,doIT solutions GmbH,MSSP,Allemagne,,,,SRC-PUB-ITRACING-004,01_sources_brutes/02_publiques_primaires/2025-10-02_I-TRACING_doit-solutions.md,2026-07-22,I-TRACING,"doIT solutions, spécialiste des services de cybersécurité (MSSP) et acteur reconnu en Allemagne",Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon détecté,Relation limitée à la preuve citée.,DEMANDE_MSP,MSSP,,,,"doIT solutions, spécialiste des services de cybersécurité (MSSP) et acteur reconnu en Allemagne",,,,,
ENT-PUB-ITRACING-004,Bridewell,Entreprise de cybersécurité,Royaume-Uni,,,,SRC-PUB-ITRACING-005,01_sources_brutes/02_publiques_primaires/2025-02-21_I-TRACING_bridewell.md,2026-07-22,I-TRACING,Le renforcement de l’offre de services en combinant nos expertises.,Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon détecté,Relation limitée à la preuve citée.,DEMANDE_MSP,Entreprise de cybersécurité,,,,Le renforcement de l’offre de services en combinant nos expertises.,,,,,
ENT-PUB-ITRACING-005,MOTUL,Entreprise cliente,France,,https://www.motul.com/,,SRC-PUB-ITRACING-006,01_sources_brutes/02_publiques_primaires/2025-03-20_I-TRACING_motul.md,2026-07-22,I-TRACING,MOTUL a choisi I-TRACING,Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon détecté,Relation limitée à la preuve citée.,DEMANDE_MSP,Entreprise cliente,,,,MOTUL a choisi I-TRACING,,,,,
ENT-PUB-ITRACING-006,Tanium,Éditeur cybersécurité,États-Unis,,https://www.tanium.com/,,SRC-PUB-ITRACING-007,01_sources_brutes/02_publiques_primaires/2025-04-14_I-TRACING_tanium.md,2026-07-22,I-TRACING,L’intégration de la plateforme de Tanium dans nos services MDR,Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon détecté,Relation limitée à la preuve citée.,DEMANDE_MSP,Éditeur cybersécurité,,,,L’intégration de la plateforme de Tanium dans nos services MDR,,,,,
