id_relation,entite_source,type_relation,entite_cible,date_debut,date_fin,organisation_concernee,id_source_exacte,reference_exacte,passage_justificatif,nature_information,niveau_confiance,niveau_confidentialite,droits_reutilisation,statut_validation,statut_doublon,statut_contradiction,date_extraction,notes,id_entite_source,id_entite_cible,statut_relation,date_derniere_preuve,service_concerne,technologie_concernee,exclusivite_declaree,perspective_corpus
REL-PUB-XEFI-CANNES-006,Réseau XEFI,Partenariat déclaré,Hewlett Packard Enterprise,,,XEFI Cannes,SRC-PUB-XEFI-CANNES-003,01_sources_brutes/02_publiques_primaires/2026-07-21_XEFI_reseau-national.html,"XEFI, 1er partenaire Hewlett Packard Enterprise en France auprès des TPE/PME",Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction directe détectée,46224.5,La portée nationale ne prouve pas un usage par XEFI Cannes.,ENT-PUB-XEFI-CANNES-002,ENT-PUB-NOMIOS-009,Partenariat national — usage local non établi,46224.5,Serveurs,HPE,Non,DEMANDE_MSP
REL-PUB-XEFI-CANNES-007,Réseau XEFI,Partenariat déclaré,Sophos,,,XEFI Cannes,SRC-PUB-XEFI-CANNES-003,01_sources_brutes/02_publiques_primaires/2026-07-21_XEFI_reseau-national.html,"XEFI, 1er partenaire SOPHOS en Europe auprès des TPE/PME",Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction directe détectée,46224.5,La portée nationale ne prouve pas un usage par XEFI Cannes.,ENT-PUB-XEFI-CANNES-002,ENT-PUB-XEFI-CANNES-004,Partenariat national — usage local non établi,46224.5,Cybersécurité,Sophos,Non,DEMANDE_MSP
REL-PUB-XEFI-CANNES-008,Réseau XEFI,Partenariat déclaré,Poly,,,XEFI Cannes,SRC-PUB-XEFI-CANNES-003,01_sources_brutes/02_publiques_primaires/2026-07-21_XEFI_reseau-national.html,"XEFI, partenaire exclusif POLY pour l’équipement audio et visio",Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction directe détectée,46224.5,La portée nationale ne prouve pas un usage par XEFI Cannes.,ENT-PUB-XEFI-CANNES-002,ENT-PUB-XEFI-CANNES-005,Exclusivité déclarée au niveau réseau ; aucune déduction locale,46224.5,Équipement audio et visio,Poly,Oui — national,DEMANDE_MSP
REL-PUB-XEFI-CANNES-009,Réseau XEFI,Partenariat déclaré,HPE Aruba,,,XEFI Cannes,SRC-PUB-XEFI-CANNES-003,01_sources_brutes/02_publiques_primaires/2026-07-21_XEFI_reseau-national.html,"XEFI, 1er partenaire HPE Aruba en France auprès des TPE/PME",Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction directe détectée,46224.5,La portée nationale ne prouve pas un usage par XEFI Cannes.,ENT-PUB-XEFI-CANNES-002,ENT-PUB-IRONIE-007,Partenariat national — usage local non établi,46224.5,Réseau,HPE Aruba,Non,DEMANDE_MSP
REL-PUB-XEFI-CANNES-010,Réseau XEFI,Partenariat déclaré,Microsoft,,,XEFI Cannes,SRC-PUB-XEFI-CANNES-003,01_sources_brutes/02_publiques_primaires/2026-07-21_XEFI_reseau-national.html,"XEFI, l’un des plus grands partenaires MICROSOFT en France auprès des TPE/PME",Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction directe détectée,46224.5,La portée nationale ne prouve pas un usage par XEFI Cannes.,ENT-PUB-XEFI-CANNES-002,ENT-PUB-CHECKPOINT-007,Partenariat national — usage local non établi,46224.5,Cloud et productivité,Microsoft,Non,DEMANDE_MSP
REL-PUB-ALMERIA-001,Almeria Solutions Informatiques,Partenariat déclaré,"WatchGuard Technologies, Inc.",,,Almeria Solutions Informatiques,SRC-PUB-ALMERIA-005,01_sources_brutes/02_publiques_primaires/2026-07-21_ALMERIA_cybersecurite.html,"Depuis des années, Almeria travaille en étroite collaboration avec des partenaires de confiance :",Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction directe détectée,46224.5,"Le logo WatchGuard est affiché immédiatement sous le passage ; opération, revente et volumes non établis.",ENT-PUB-ALMERIA-001,ENT-PUB-WATCHGUARD-001,Partenaire affiché par logo — usage opérationnel non établi,46224.5,Cybersécurité,WatchGuard,Non,DEMANDE_MSP
REL-PUB-ALMERIA-002,Almeria Solutions Informatiques,Partenariat déclaré,Microsoft,,,Almeria Solutions Informatiques,SRC-PUB-ALMERIA-005,01_sources_brutes/02_publiques_primaires/2026-07-21_ALMERIA_cybersecurite.html,"Depuis des années, Almeria travaille en étroite collaboration avec des partenaires de confiance :",Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction directe détectée,46224.5,"Le logo Microsoft est affiché immédiatement sous le passage ; licences, support et volumes non établis.",ENT-PUB-ALMERIA-001,ENT-PUB-ADVENS-004,Partenaire affiché par logo — usage opérationnel non établi,46224.5,"Cloud, identité et productivité",Microsoft,Non,DEMANDE_MSP
REL-PUB-ALMERIA-003,Almeria Solutions Informatiques,Partenariat déclaré,Arsen,,,Almeria Solutions Informatiques,SRC-PUB-ALMERIA-005,01_sources_brutes/02_publiques_primaires/2026-07-21_ALMERIA_cybersecurite.html,"Depuis des années, Almeria travaille en étroite collaboration avec des partenaires de confiance :",Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction directe détectée,46224.5,Le logo Arsen est affiché immédiatement sous le passage ; service et usage non établis.,ENT-PUB-ALMERIA-001,ENT-PUB-ALMERIA-003,Partenaire affiché par logo — usage opérationnel non établi,46224.5,Cybersécurité,Arsen,Non,DEMANDE_MSP
REL-PUB-ALMERIA-004,Almeria Solutions Informatiques,Partenariat déclaré,MailinBlack,,,Almeria Solutions Informatiques,SRC-PUB-ALMERIA-005,01_sources_brutes/02_publiques_primaires/2026-07-21_ALMERIA_cybersecurite.html,"Depuis des années, Almeria travaille en étroite collaboration avec des partenaires de confiance :",Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction directe détectée,46224.5,Le logo MailinBlack est affiché immédiatement sous le passage ; opération et volumes non établis.,ENT-PUB-ALMERIA-001,ENT-PUB-ALMERIA-004,Partenaire affiché par logo — usage opérationnel non établi,46224.5,Sécurité de la messagerie,MailinBlack,Non,DEMANDE_MSP
REL-PUB-ALMERIA-005,Almeria Solutions Informatiques,Partenariat déclaré,Keeper Security,,,Almeria Solutions Informatiques,SRC-PUB-ALMERIA-005,01_sources_brutes/02_publiques_primaires/2026-07-21_ALMERIA_cybersecurite.html,"Depuis des années, Almeria travaille en étroite collaboration avec des partenaires de confiance :",Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction directe détectée,46224.5,Le logo Keeper est affiché immédiatement sous le passage ; opération et volumes non établis.,ENT-PUB-ALMERIA-001,ENT-PUB-ALMERIA-005,Partenaire affiché par logo — usage opérationnel non établi,46224.5,Identité et mots de passe,Keeper,Non,DEMANDE_MSP
REL-PUB-ALMERIA-006,Almeria Solutions Informatiques,Partenariat déclaré,Etix Everywhere,,,Almeria Solutions Informatiques,SRC-PUB-ALMERIA-008,01_sources_brutes/02_publiques_primaires/2026-07-21_ALMERIA_datacenters-nantes.html,"Pour sa prestation Cloud, Almeria a noué un partenariat avec ETIX, un opérateur régional de premier plan en terme de Datacenters.",Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction directe détectée,46224.5,Aucune technologie citée n’est assimilée à un usage généralisé.,ENT-PUB-ALMERIA-001,ENT-PUB-ALMERIA-002,Partenariat explicite — responsabilités contractuelles à valider,46224.5,Cloud privé et hébergement,Etix Everywhere,Non,DEMANDE_MSP
REL-PUB-ALMERIA-007,Almeria Solutions Informatiques,Projet / écosystème,CyberLig,,,Almeria Solutions Informatiques,SRC-PUB-ALMERIA-011,01_sources_brutes/02_publiques_primaires/2026-07-21_ALMERIA_blog.html,Almeria s’engage dans le projet cyberlig – campus cyber dans les pays de la loire,Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction directe détectée,46224.5,Aucune technologie citée n’est assimilée à un usage généralisé.,ENT-PUB-ALMERIA-001,ENT-PUB-IRONIE-009,"Engagement annoncé — rôle, moyens et statut non détaillés",46224.5,Écosystème cyber régional,CyberLig,Non,DEMANDE_MSP
REL-PUB-EIFFIE-001,Eiffie,Partenariat déclaré,"WatchGuard Technologies, Inc.",,,Eiffie,SRC-PUB-EIFFIE-006,01_sources_brutes/02_publiques_primaires/2026-07-22_WatchGuard_Eiffie_case-study.html,Eiffie a progressivement intégré les solutions de WatchGuard.,Déclaration d’un client ou partenaire,Moyenne — étude de cas ou partenaire,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction détectée,2026-07-22,Aucun volume ou exclusivité déduit.,ENT-PUB-DEMANDE-EIFFIE-001,ENT-PUB-WATCHGUARD-001,Relation actuelle selon le cas observé,2026-07-22,Cybersécurité managée,WatchGuard,Non,DEMANDE_MSP
REL-PUB-EIFFIE-002,Eiffie,Technologie opérée,"WatchGuard Technologies, Inc.",,,Eiffie,SRC-PUB-EIFFIE-006,01_sources_brutes/02_publiques_primaires/2026-07-22_WatchGuard_Eiffie_case-study.html,"Depuis l’adoption des solutions de sécurité avancées comme l’EPDR et le Patch Management, complétées par le MDR de WatchGuard",Déclaration d’un client ou partenaire,Moyenne — étude de cas ou partenaire,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction détectée,2026-07-22,Aucun usage généralisé au-delà du cas déduit.,ENT-PUB-DEMANDE-EIFFIE-001,ENT-PUB-WATCHGUARD-001,Usage actuel selon le cas,2026-07-22,Endpoint et MDR,"WatchGuard EPDR, Patch Management, MDR",Non,DEMANDE_MSP
REL-PUB-EIFFIE-003,Eiffie,Co-délivrance,"WatchGuard Technologies, Inc.",,,Eiffie,SRC-PUB-EIFFIE-008,01_sources_brutes/02_publiques_primaires/2026-07-22_WatchGuard_MDR_help.html,WatchGuard MDR est un service géré fourni par WatchGuard aux partenaires éligibles.,Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction détectée,2026-07-22,Classé co-délivré ; contrat et RACI non publics.,ENT-PUB-DEMANDE-EIFFIE-001,ENT-PUB-WATCHGUARD-001,Co-délivrance observée,2026-07-22,WatchGuard Total MDR,WatchGuard MDR,Non,DEMANDE_MSP
REL-PUB-EIFFIE-004,Eiffie,Partenariat déclaré,Veeam,,,Eiffie,SRC-PUB-EIFFIE-004,01_sources_brutes/02_publiques_primaires/2026-07-22_Eiffie_sauvegarde-externalisee.html,"Nos partenariats avec des technologies reconnues telles que Veeam, Synology, et des datacenters sécurisés",Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction détectée,2026-07-22,Aucun volume ni exclusivité déduit.,ENT-PUB-DEMANDE-EIFFIE-001,ENT-PUB-TEKSORIA-005,Relation déclarée,2026-07-22,Sauvegarde,Veeam,Non,DEMANDE_MSP
REL-PUB-EIFFIE-005,Eiffie,Partenariat déclaré,Synology,,,Eiffie,SRC-PUB-EIFFIE-004,01_sources_brutes/02_publiques_primaires/2026-07-22_Eiffie_sauvegarde-externalisee.html,"Nos partenariats avec des technologies reconnues telles que Veeam, Synology, et des datacenters sécurisés",Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction détectée,2026-07-22,Aucun volume ni exclusivité déduit.,ENT-PUB-DEMANDE-EIFFIE-001,ENT-PUB-EIFFIE-001,Relation déclarée,2026-07-22,Sauvegarde,Synology,Non,DEMANDE_MSP
REL-PUB-EIFFIE-006,Eiffie,Technologie citée,Microsoft,,,Eiffie,SRC-PUB-EIFFIE-001,01_sources_brutes/02_publiques_primaires/2026-07-22_Eiffie_accueil.html,"Microsoft 365 : Une suite collaborative tout-en-un pour travailler, communiquer et sécuriser vos données où que vous soyez.",Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction détectée,2026-07-22,Ne prouve ni partenariat ni usage généralisé.,ENT-PUB-DEMANDE-EIFFIE-001,ENT-PUB-ADVENS-004,Technologie citée,2026-07-22,Cloud et collaboration,Microsoft 365,Non,DEMANDE_MSP
REL-PUB-ORANGECD-001,Orange Cyberdefense,Partenariat déclaré,Qevlar AI,2025-10-06,,Orange Cyberdefense,SRC-PUB-ORANGECD-004,01_sources_brutes/02_publiques_primaires/2025-10-06_Orange_Cyberdefense_qevlar-ai.md,"Orange Cyberdefense, leader européen des services de cybersécurité, annonce un partenariat avec Qevlar AI pour renforcer ses services de détection avancés.",Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction détectée,2026-07-22,"Aucun volume, exclusivité ou importance stratégique déduit.",ENT-PUB-ORANGECD-001,ENT-PUB-NOMIOS-014,Partenariat annoncé,2025-10-06,SOC,Qevlar AI,Non,DEMANDE_MSP
REL-PUB-ORANGECD-002,Orange Cyberdefense,Relation client documentée,France PCS,2025-04-02,,Orange Cyberdefense,SRC-PUB-ORANGECD-005,01_sources_brutes/02_publiques_primaires/2025-04-02_Orange_Cyberdefense_france-pcs.md,déploiement d’un SOC mutualisé dédié aux Port Community Systems français opérés par MGI et SOGET,Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction détectée,2026-07-22,"Aucun volume, exclusivité ou importance stratégique déduit.",ENT-PUB-ORANGECD-001,ENT-PUB-ORANGECD-002,Déploiement annoncé,2025-04-02,SOC mutualisé,non établi,Non,DEMANDE_MSP
REL-PUB-ORANGECD-003,Orange Cyberdefense,Partenariat déclaré,Proofpoint,2026-06-04,,Orange Cyberdefense,SRC-PUB-ORANGECD-006,01_sources_brutes/02_publiques_primaires/2026-06-04_Orange_Cyberdefense_proofpoint-cdp.md,Orange Cyberdefense est le premier acteur français en cybersécurité à faire partie du « Certified Delivery Program » (CDP) déliveré par l'éditeur Proofpoint,Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction détectée,2026-07-22,"Aucun volume, exclusivité ou importance stratégique déduit.",ENT-PUB-ORANGECD-001,ENT-PUB-ORANGECD-003,CDP déclaré,2026-06-04,Protection email,Proofpoint,Non,DEMANDE_MSP
REL-PUB-ORANGECD-004,Orange Cyberdefense,Relation client documentée,Société Armoricaine de Canalisations,2026-06-24,,Orange Cyberdefense,SRC-PUB-ORANGECD-008,01_sources_brutes/02_publiques_primaires/2026-06-24_Orange_Cyberdefense_sarc.md,La Société Armoricaine de Canalisations (SARC) a adopté la gamme Dynamic SOC d’Orange Cyberdefense,Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction détectée,2026-07-22,"Aucun volume, exclusivité ou importance stratégique déduit.",ENT-PUB-ORANGECD-001,ENT-PUB-ORANGECD-004,Usage client déclaré,2026-06-24,Dynamic SOC,Dynamic SOC,Non,DEMANDE_MSP
REL-PUB-ORANGECD-005,Orange Cyberdefense,Acquisition,ensec,2025-07-24,,Orange Cyberdefense,SRC-PUB-ORANGECD-009,01_sources_brutes/02_publiques_primaires/2025-07-24_Orange_Cyberdefense_ensec.md,"Orange Cyberdefense, la filiale de cybersécurité d’Orange, a acquis 100 % d’ensec",Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction détectée,2026-07-22,"Aucun volume, exclusivité ou importance stratégique déduit.",ENT-PUB-ORANGECD-001,ENT-PUB-ORANGECD-005,Acquisition finalisée,2025-07-24,Croissance externe,non applicable,Non,DEMANDE_MSP
REL-PUB-ITRACING-001,I-TRACING,Partenariat déclaré,Google Cloud,,,I-TRACING,SRC-PUB-ITRACING-003,01_sources_brutes/02_publiques_primaires/2026-07-22_I-TRACING_google-cloud-mdr.md,Partenaire MSSP certifié Google Cloud,Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction détectée,2026-07-22,"Aucun volume, exclusivité ou importance stratégique déduit.",ENT-PUB-ITRACING-001,ENT-PUB-ITRACING-002,Partenariat actuel déclaré,2026-07-22,MDR,Google Security Operations; GTI; Gemini,Non,DEMANDE_MSP
REL-PUB-ITRACING-002,I-TRACING,Acquisition,doIT solutions GmbH,2025-10-02,,I-TRACING,SRC-PUB-ITRACING-004,01_sources_brutes/02_publiques_primaires/2025-10-02_I-TRACING_doit-solutions.md,acquisition stratégique de doIT solutions,Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction détectée,2026-07-22,"Aucun volume, exclusivité ou importance stratégique déduit.",ENT-PUB-ITRACING-001,ENT-PUB-ITRACING-003,Acquisition annoncée,2025-10-02,Croissance externe,non applicable,Non,DEMANDE_MSP
REL-PUB-ITRACING-003,I-TRACING,Partenariat déclaré,Bridewell,2025-02-21,,I-TRACING,SRC-PUB-ITRACING-005,01_sources_brutes/02_publiques_primaires/2025-02-21_I-TRACING_bridewell.md,Ce partenariat offrira une gamme de solutions élargie,Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction détectée,2026-07-22,"Aucun volume, exclusivité ou importance stratégique déduit.",ENT-PUB-ITRACING-001,ENT-PUB-ITRACING-004,Alliance annoncée,2025-02-21,Services managés et OT,non établi,Non,DEMANDE_MSP
REL-PUB-ITRACING-004,I-TRACING,Relation client documentée,MOTUL,2025-03-20,,I-TRACING,SRC-PUB-ITRACING-006,01_sources_brutes/02_publiques_primaires/2025-03-20_I-TRACING_motul.md,RSSI Part-time d’I-TRACING pour MOTUL,Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction détectée,2026-07-22,"Aucun volume, exclusivité ou importance stratégique déduit.",ENT-PUB-ITRACING-001,ENT-PUB-ITRACING-005,Relation client déclarée,2025-03-20,RSSI Part-time,multi-éditeurs,Non,DEMANDE_MSP
REL-PUB-ITRACING-005,I-TRACING,Intégration documentée,Tanium,2025-04-14,,I-TRACING,SRC-PUB-ITRACING-007,01_sources_brutes/02_publiques_primaires/2025-04-14_I-TRACING_tanium.md,L’intégration de la plateforme de Tanium dans nos services MDR,Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction détectée,2026-07-22,"Aucun volume, exclusivité ou importance stratégique déduit.",ENT-PUB-ITRACING-001,ENT-PUB-ITRACING-006,Intégration déclarée,2025-04-14,MDR,Tanium,Non,DEMANDE_MSP
